ID,Father.ID,Mother.ID,Fathers.Father.ID,Fathers.Mother.ID,Mothers.Father.ID,Mothers.Mother.ID,MALE,AO,AL,F,E,AOy,ALy,Fy,Ey,Y,BV.NT.O,TPO,TMO,NTPO,NTMO,BV.NT.L,TPL,TML,NTPL,NTML,YP,FP,YM,FM
3502899,8176207,1719893,7632932,3134789,2227337,6092443,0,-1.40548700530003,-0.0442922209399178,-0.937444420797903,-0.761418575804255,-0.702743502650013,-0.0221461104699589,-0.937444420797903,-0.450461304279205,-2.11279533819708,-0.99873013433701,-1.51950357514209,0.114016569842065,-0.366273875198124,-0.632456259138885,0.383214540792145,-0.266790586556478,0.22249836561656,0.752485671561461,-0.369271130769317,-2.56126654199295,-0.985955577665588,-0.861796495862892,-0.849737896620897
4304003,4822754,7797926,2089771,2606174,5543077,5910149,0,-0.221158864246939,-2.72820651817258,-1.47827334841332,1.73700857689711,-0.11057943212347,-1.36410325908629,-1.47827334841332,1.02762813248517,-1.92532790713791,-0.925695330087445,0.358550483035957,-0.579709347282896,-1.24492455396627,0.319229223878822,-1.0473222031484,-0.680618804484639,-2.04758771368794,-0.449099493075248,-0.598222710073148,-2.11048306248272,-1.76024082979491,-3.28740799808173,-1.05325819935702
7442741,3532584,6205293,5126245,2417904,9209619,9448969,0,-2.10011621523404,-1.37953235261559,-1.67789514591156,0.715947415834903,-1.05005810761702,-0.689766176307794,-1.67789514591156,0.423560203258328,-2.99415922657804,-0.958635505431321,-0.718611649466443,-1.38150456576759,-0.210058802109156,-0.748576703322165,-2.36978084482813,-1.22824738168058,-0.151284970935011,-1.4745920733211,-0.895188771507029,-3.71914239570491,-1.74041636191758,-2.40766440792297,-1.54648876507479
3959212,9425700,6950968,4201532,4180817,1989112,6742253,0,-0.510400780598335,-0.800211451547582,-1.33697216018959,-3.18318160451155,-0.255200390299167,-0.400105725773791,-1.33697216018959,-1.88319563363854,-3.87547390990109,-0.349088363063113,0.0397239287831166,-0.550124709381452,0.477932360544293,-0.827020723607407,-1.79936164355835,-0.179507925995206,-0.620703525552376,-1.02850054639425,-0.770861097164099,-2.55339764475473,-0.900893772503311,-2.32853442786027,-1.75743917118827
7886977,8597011,4399782,2083000,3705368,4500813,3971460,1,-1.14203855036293,-3.45124715951781,-1.96181036948966,-1.84738077022141,-0.571019275181464,-1.7256235797589,-1.96181036948966,-1.09292520263939,-5.35137842706941,-0.959086558282499,0.214050181976205,-1.35608873233913,-0.302086666138202,-0.656999892144297,-1.38856898174455,-2.24247361364526,-1.20877354587255,-1.64046513175678,0.251896150012227,-4.00851932596107,-1.4156269558159,-3.15499929348579,-1.79865405907124
1955754,5909268,1672368,1619158,2600353,4604197,5020170,0,0.297930101424799,0.0113253418388563,-0.735290473480318,1.17166084746398,0.148965050712399,0.00566267091942817,-0.735290473480318,0.693163905233101,0.112501153384611,-2.63337268873209,-0.583709191348872,0.881639292773671,-1.45865847676279,-1.17471421196931,-0.993408209295605,-0.976073167695011,0.987398509533868,-0.387300186355972,-0.606108022939633,-2.69262896018574,-0.943401687575091,0.00772776922691609,-0.414908742750884
2718165,5845422,9266115,3266007,7362632,7078870,9614813,0,-0.510070453335944,-0.543531190852022,-0.244834019027296,-0.787716637664206,-0.255035226667972,-0.271765595426011,-0.244834019027296,-0.466019447489642,-1.23765428861092,-1.01313707657606,-1.02200792102898,0.511937467693035,-0.685767127250319,-0.327369949325742,-0.113566960989433,0.637048311118762,-1.18057950197078,0.273530553618316,-0.387097514607749,0.544431358805671,0.159427943371341,-1.43843879257833,-1.16932469371967
9690168,3377405,9744527,5414627,2475759,9944497,4222191,1,-2.00778944827557,-1.93489629424965,-1.97757127420189,-0.335378321161907,-1.00389472413779,-0.967448147124826,-1.97757127420189,-0.198412490551585,-4.14732663601609,-2.49474768748994,-0.57172605546036,-1.43606339281521,-1.47017902952229,-1.02456865796764,-2.45652604084313,-1.76420269159259,-0.170693602657063,-1.18817462048533,-1.2683514203578,-3.84362824839972,-1.39094206769749,-3.37744105796436,-1.46948651382622
6258399,2872616,8729235,9907890,8697671,3263190,5262985,1,-0.402289919327598,0.705150939028722,-0.324246241992683,-1.74666066392833,-0.201144959663799,0.352575469514361,-0.324246241992683,-1.03333838418018,-1.2061541163223,1.05229560253942,0.219663269584747,-0.621953188912345,0.680530743149007,0.371764859390416,-0.355444000340455,0.914329063008975,-0.209178123980252,0.177509005543726,-0.53295300588418,1.03197365518291,-0.487794973137025,-2.21595352802071,-1.59814415146495
8481408,4639441,1288727,9497401,9208305,2491681,1755885,0,-0.73203203413739,-0.209108271242141,-1.25799674715957,-0.480654875828792,-0.366016017068695,-0.10455413562107,-1.25799674715957,-0.284359259353897,-2.01292615920323,-0.611901010789532,-0.888118243204869,0.156086209067479,0.671234149368603,-1.28313516015814,-1.18970782171573,-0.3475247334976,0.138416462255459,-1.03972443939027,-0.149983382325464,-3.66483580913211,-1.7636659302887,-0.928718828784029,-0.877239621202947
